,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2018-06-12,2018-06-12,2018-06-12,Day,55.38
1,2018-06-12,2018-06-13,2018-06-13,Day,52.28
2,2018-06-12,2018-06-14,2018-06-14,Day,50.75
3,2018-06-12,2018-06-15,2018-06-15,Day,55.5
4,2018-06-12,2018-06-01,2018-06-29,Month,54.73
5,2018-06-12,2018-07-02,2018-07-31,Month,56.67
6,2018-06-12,2018-07-31,2018-08-30,Month,49.57
7,2018-06-12,2018-08-01,2018-08-31,Month,49.57
8,2018-06-12,2018-09-03,2018-09-28,Month,61.04
9,2018-06-12,2018-07-02,2018-09-28,Quarter,55.5
10,2018-06-12,2018-10-01,2018-12-31,Quarter,76.73
11,2018-06-12,2019-01-01,2019-03-29,Quarter,76.12
12,2018-06-12,2019-04-01,2019-06-28,Quarter,46.9
13,2018-06-12,2019-07-01,2019-09-30,Quarter,47.09
14,2018-06-12,2019-10-01,2019-12-31,Quarter,69.43
15,2018-06-12,2018-06-11,2018-06-15,Week,53.94
16,2018-06-12,2018-06-18,2018-06-22,Week,53.85
17,2018-06-12,2018-06-25,2018-06-29,Week,55.0
18,2018-06-12,2018-07-02,2018-07-06,Week,57.0
19,2018-06-12,2018-07-09,2018-07-13,Week,57.0
20,2018-06-12,2018-06-16,2018-06-17,Weekend,0.01
21,2018-06-12,2018-06-23,2018-06-24,Weekend,0.01
22,2018-06-12,2019-01-01,2019-12-31,Year,59.81
23,2018-06-12,2020-01-01,2020-12-31,Year,55.85
24,2018-06-12,2021-01-01,2021-12-31,Year,55.12
