,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2021-09-10,2021-09-10,2021-09-11,Day,137.24
1,2021-09-10,2021-09-11,2021-09-12,Day,129.15
2,2021-09-10,2021-09-12,2021-09-13,Day,111.51
3,2021-09-10,2021-09-13,2021-09-14,Day,138.09
4,2021-09-10,2021-09-14,2021-09-15,Day,137.34
5,2021-09-10,2021-09-15,2021-09-16,Day,138.95
6,2021-09-10,2021-09-16,2021-09-17,Day,139.0
7,2021-09-10,2021-09-01,2021-10-01,Month,123.89
8,2021-09-10,2021-10-01,2021-11-01,Month,126.75
9,2021-09-10,2021-11-01,2021-12-01,Month,147.73
10,2021-09-10,2021-12-01,2022-01-01,Month,144.0
11,2021-09-10,2022-01-01,2022-02-01,Month,151.48
12,2021-09-10,2022-02-01,2022-03-01,Month,153.55
13,2021-09-10,2022-03-01,2022-04-01,Month,125.48
14,2021-09-10,2021-10-01,2022-01-01,Quarter,139.4
15,2021-09-10,2022-01-01,2022-04-01,Quarter,143.18
16,2021-09-10,2022-04-01,2022-07-01,Quarter,79.39
17,2021-09-10,2022-07-01,2022-10-01,Quarter,81.55
18,2021-09-10,2022-10-01,2023-01-01,Quarter,97.12
19,2021-09-10,2023-01-01,2023-04-01,Quarter,97.68
20,2021-09-10,2023-04-01,2023-07-01,Quarter,60.62
21,2021-09-10,2023-07-01,2023-10-01,Quarter,67.41
22,2021-09-10,2021-09-06,2021-09-13,Week,125.67
23,2021-09-10,2021-09-13,2021-09-20,Week,129.28
24,2021-09-10,2021-09-20,2021-09-27,Week,125.92
25,2021-09-10,2021-09-27,2021-10-04,Week,122.55
26,2021-09-10,2021-10-04,2021-10-11,Week,123.93
27,2021-09-10,2021-09-11,2021-09-13,Weekend,120.33
28,2021-09-10,2021-09-18,2021-09-20,Weekend,106.06
29,2021-09-10,2022-01-01,2023-01-01,Year,100.13
30,2021-09-10,2023-01-01,2024-01-01,Year,75.95
31,2021-09-10,2024-01-01,2025-01-01,Year,68.22
32,2021-09-10,2025-01-01,2026-01-01,Year,67.0
