,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2020-05-07,2020-05-07,2020-05-07,Day,20.03
1,2020-05-07,2020-05-08,2020-05-08,Day,17.63
2,2020-05-07,2020-05-09,2020-05-09,Day,18.0
3,2020-05-07,2020-05-10,2020-05-10,Day,8.2
4,2020-05-07,2020-05-11,2020-05-11,Day,10.18
5,2020-05-07,2020-05-12,2020-05-12,Day,18.46
6,2020-05-07,2020-05-13,2020-05-13,Day,19.32
7,2020-05-07,2020-05-01,2020-05-29,Month,17.61
8,2020-05-07,2020-06-01,2020-06-30,Month,26.74
9,2020-05-07,2020-07-01,2020-07-31,Month,33.07
10,2020-05-07,2020-08-03,2020-08-31,Month,30.94
11,2020-05-07,2020-07-01,2020-09-30,Quarter,36.61
12,2020-05-07,2020-10-01,2020-12-31,Quarter,77.29
13,2020-05-07,2021-01-01,2021-03-31,Quarter,72.47
14,2020-05-07,2021-04-01,2021-06-30,Quarter,44.63
15,2020-05-07,2021-07-01,2021-09-30,Quarter,47.1
16,2020-05-07,2020-05-04,2020-05-08,Week,18.45
17,2020-05-07,2020-05-11,2020-05-15,Week,17.25
18,2020-05-07,2020-05-18,2020-05-22,Week,17.0
19,2020-05-07,2020-05-25,2020-05-29,Week,20.5
20,2020-05-07,2020-06-01,2020-06-05,Week,20.5
21,2020-05-07,2021-01-01,2021-12-31,Year,58.24
22,2020-05-07,2022-01-03,2022-12-30,Year,59.19
23,2020-05-07,2023-01-02,2023-12-29,Year,59.43
