,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2019-10-15,2019-10-15,2019-10-15,Day,51.58
1,2019-10-15,2019-10-16,2019-10-16,Day,44.62
2,2019-10-15,2019-10-17,2019-10-17,Day,51.0
3,2019-10-15,2019-10-18,2019-10-18,Day,49.0
4,2019-10-15,2019-10-19,2019-10-19,Day,36.93
5,2019-10-15,2019-10-20,2019-10-20,Day,29.66
6,2019-10-15,2019-10-21,2019-10-21,Day,58.3
7,2019-10-15,2019-10-01,2019-10-31,Month,49.41
8,2019-10-15,2019-11-01,2019-11-29,Month,69.5
9,2019-10-15,2019-12-02,2019-12-31,Month,70.88
10,2019-10-15,2020-01-01,2020-01-31,Month,79.16
11,2019-10-15,2020-01-01,2020-03-31,Quarter,73.86
12,2019-10-15,2020-04-01,2020-06-30,Quarter,51.98
13,2019-10-15,2020-07-01,2020-09-30,Quarter,52.62
14,2019-10-15,2020-10-01,2020-12-31,Quarter,73.58
15,2019-10-15,2019-10-14,2019-10-18,Week,48.43
16,2019-10-15,2019-10-21,2019-10-25,Week,55.0
17,2019-10-15,2019-10-28,2019-11-01,Week,55.25
18,2019-10-15,2019-11-04,2019-11-08,Week,62.25
19,2019-10-15,2019-11-11,2019-11-15,Week,68.0
20,2019-10-15,2020-01-01,2020-12-31,Year,63.01
21,2019-10-15,2021-01-01,2021-12-31,Year,63.04
22,2019-10-15,2022-01-03,2022-12-30,Year,62.71
23,2019-10-15,2023-01-02,2023-12-29,Year,64.28
