,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2017-03-13,2017-03-11,2017-03-11,Day,33.21
1,2017-03-13,2017-03-12,2017-03-12,Day,22.06
2,2017-03-13,2017-03-13,2017-03-13,Day,35.58
3,2017-03-13,2017-03-14,2017-03-14,Day,38.73
4,2017-03-13,2017-03-15,2017-03-15,Day,38.8
5,2017-03-13,2017-03-01,2017-03-31,Month,35.96
6,2017-03-13,2017-04-01,2017-04-30,Month,31.13
7,2017-03-13,2017-05-01,2017-05-31,Month,28.93
8,2017-03-13,2017-06-01,2017-06-30,Month,30.58
9,2017-03-13,2017-04-01,2017-06-30,Quarter,30.2
10,2017-03-13,2017-07-01,2017-09-30,Quarter,31.08
11,2017-03-13,2017-10-01,2017-12-31,Quarter,41.43
12,2017-03-13,2018-01-01,2018-03-31,Quarter,42.95
13,2017-03-13,2018-10-01,2018-12-31,Quarter,40.36
14,2017-03-13,2017-03-06,2017-03-12,Week,38.15
15,2017-03-13,2017-03-13,2017-03-19,Week,33.7
16,2017-03-13,2017-03-20,2017-03-26,Week,35.28
17,2017-03-13,2017-03-27,2017-04-02,Week,35.0
18,2017-03-13,2017-04-03,2017-04-09,Week,33.0
19,2017-03-13,2017-04-10,2017-04-16,Week,30.0
20,2017-03-13,2017-03-11,2017-03-12,Weekend,27.63
21,2017-03-13,2017-03-18,2017-03-19,Weekend,23.9
22,2017-03-13,2018-01-01,2019-01-01,Year,35.05
23,2017-03-13,2019-01-01,2020-01-01,Year,34.63
24,2017-03-13,2020-01-01,2021-01-01,Year,36.15
