,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-01-02,2023-12-30,2023-12-31,Day,35.02
1,2024-01-02,2023-12-31,2024-01-01,Day,9.43
2,2024-01-02,2024-01-01,2024-01-02,Day,13.14
3,2024-01-02,2024-01-02,2024-01-03,Day,36.19
4,2024-01-02,2024-01-03,2024-01-04,Day,46.11
5,2024-01-02,2024-01-04,2024-01-05,Day,81.00
6,2024-01-02,2024-01-05,2024-01-06,Day,89.75
7,2024-01-02,2024-01-06,2024-01-07,Day,88.58
8,2024-01-02,2024-01-07,2024-01-08,Day,83.42
9,2024-01-02,2024-01-08,2024-01-09,Day,115.00
10,2024-01-02,2024-01-01,2024-02-01,Month,89.60
11,2024-01-02,2024-02-01,2024-03-01,Month,88.62
12,2024-01-02,2024-03-01,2024-04-01,Month,80.60
13,2024-01-02,2024-04-01,2024-05-01,Month,72.94
14,2024-01-02,2024-05-01,2024-06-01,Month,64.19
15,2024-01-02,2024-06-01,2024-07-01,Month,69.69
16,2024-01-02,2024-07-01,2024-08-01,Month,75.74
17,2024-01-02,2024-04-01,2024-07-01,Quarter,68.89
18,2024-01-02,2024-07-01,2024-10-01,Quarter,78.75
19,2024-01-02,2024-10-01,2025-01-01,Quarter,102.99
20,2024-01-02,2025-01-01,2025-04-01,Quarter,106.30
21,2024-01-02,2025-04-01,2025-07-01,Quarter,71.08
22,2024-01-02,2025-07-01,2025-10-01,Quarter,77.79
23,2024-01-02,2025-10-01,2026-01-01,Quarter,97.28
24,2024-01-02,2026-01-01,2026-04-01,Quarter,119.30
25,2024-01-02,2023-12-25,2024-01-01,Week,23.85
26,2024-01-02,2024-01-01,2024-01-08,Week,62.60
27,2024-01-02,2024-01-08,2024-01-15,Week,105.62
28,2024-01-02,2024-01-15,2024-01-22,Week,97.00
29,2024-01-02,2024-01-22,2024-01-29,Week,90.63
30,2024-01-02,2024-01-29,2024-02-05,Week,90.00
31,2024-01-02,2023-12-30,2024-01-01,Weekend,22.22
32,2024-01-02,2024-01-06,2024-01-08,Weekend,86.00
33,2024-01-02,2024-01-13,2024-01-15,Weekend,80.00
34,2024-01-02,2025-01-01,2026-01-01,Year,88.06
35,2024-01-02,2026-01-01,2027-01-01,Year,86.38
36,2024-01-02,2027-01-01,2028-01-01,Year,79.75
37,2024-01-02,2028-01-01,2029-01-01,Year,72.25
