,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2015-01-05,2015-01-01,2015-01-30,Month,49.2
1,2015-01-05,2015-02-02,2015-02-27,Month,58.1
2,2015-01-05,2015-03-02,2015-03-31,Month,49.25
3,2015-01-05,2015-04-01,2015-04-30,Month,45.2
4,2015-01-05,2015-04-01,2015-06-30,Quarter,40.46
5,2015-01-05,2015-07-01,2015-09-30,Quarter,40.15
6,2015-01-05,2015-10-01,2015-12-31,Quarter,57.5
7,2015-01-05,2016-01-01,2016-03-31,Quarter,60.0
8,2015-01-05,2014-12-29,2015-01-02,Week,47.65
9,2015-01-05,2015-01-05,2015-01-09,Week,48.0
10,2015-01-05,2015-01-12,2015-01-16,Week,44.5
11,2015-01-05,2015-01-19,2015-01-23,Week,53.03
12,2015-01-05,2015-01-26,2015-01-30,Week,54.02
13,2015-01-05,2015-02-02,2015-02-06,Week,57.75
14,2015-01-05,2016-01-01,2016-12-31,Year,49.63
15,2015-01-05,2017-01-02,2017-12-30,Year,50.0
16,2015-01-05,2018-01-01,2019-01-01,Year,51.02
