,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2022-10-20,2022-10-20,2022-10-20,Day,169.01
1,2022-10-20,2022-10-21,2022-10-21,Day,181.32
2,2022-10-20,2022-10-22,2022-10-22,Day,123.48
3,2022-10-20,2022-10-23,2022-10-23,Day,102.60
4,2022-10-20,2022-10-24,2022-10-24,Day,182.88
5,2022-10-20,2022-10-25,2022-10-25,Day,205.23
6,2022-10-20,2022-10-26,2022-10-26,Day,219.46
7,2022-10-20,2022-10-03,2022-10-31,Month,241.23
8,2022-10-20,2022-11-01,2022-11-30,Month,1020.27
9,2022-10-20,2022-12-01,2022-12-30,Month,1950.00
10,2022-10-20,2023-01-02,2023-01-31,Month,2390.63
11,2022-10-20,2023-02-01,2023-02-28,Month,2261.02
12,2022-10-20,2023-03-01,2023-03-31,Month,900.04
13,2022-10-20,2023-01-02,2023-03-31,Quarter,1823.31
14,2022-10-20,2023-04-03,2023-06-30,Quarter,415.00
15,2022-10-20,2023-07-03,2023-09-29,Quarter,423.73
16,2022-10-20,2023-10-02,2023-12-29,Quarter,976.40
17,2022-10-20,2024-01-01,2024-03-29,Quarter,757.00
18,2022-10-20,2022-10-17,2022-10-21,Week,188.28
19,2022-10-20,2022-10-24,2022-10-28,Week,201.60
20,2022-10-20,2022-10-31,2022-11-04,Week,252.00
21,2022-10-20,2022-11-07,2022-11-11,Week,533.00
22,2022-10-20,2022-11-14,2022-11-18,Week,1140.06
23,2022-10-20,2023-01-02,2023-12-29,Year,909.61
24,2022-10-20,2024-01-01,2024-12-31,Year,395.63
25,2022-10-20,2025-01-01,2025-12-31,Year,285.56
26,2022-10-20,2026-01-01,2026-12-31,Year,278.50
