,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2019-08-09,2019-08-09,2019-08-09,Day,32.59
1,2019-08-09,2019-08-10,2019-08-10,Day,11.65
2,2019-08-09,2019-08-11,2019-08-11,Day,15.43
3,2019-08-09,2019-08-12,2019-08-12,Day,33.31
4,2019-08-09,2019-08-13,2019-08-13,Day,33.04
5,2019-08-09,2019-08-14,2019-08-14,Day,31.86
6,2019-08-09,2019-08-15,2019-08-15,Day,18.59
7,2019-08-09,2019-08-01,2019-08-30,Month,37.8
8,2019-08-09,2019-09-02,2019-09-30,Month,47.38
9,2019-08-09,2019-10-01,2019-10-31,Month,55.23
10,2019-08-09,2019-11-01,2019-11-29,Month,74.24
11,2019-08-09,2019-12-02,2019-12-31,Month,73.26
12,2019-08-09,2019-10-01,2019-12-31,Quarter,67.29
13,2019-08-09,2020-01-01,2020-03-31,Quarter,73.59
14,2019-08-09,2020-04-01,2020-06-30,Quarter,53.49
15,2019-08-09,2020-07-01,2020-09-30,Quarter,55.15
16,2019-08-09,2020-10-01,2020-12-31,Quarter,74.79
17,2019-08-09,2019-08-05,2019-08-09,Week,37.57
18,2019-08-09,2019-08-12,2019-08-16,Week,29.75
19,2019-08-09,2019-08-19,2019-08-23,Week,38.75
20,2019-08-09,2019-08-26,2019-08-30,Week,42.82
21,2019-08-09,2019-09-02,2019-09-06,Week,43.5
22,2019-08-09,2019-08-10,2019-08-11,Weekend,13.54
23,2019-08-09,2020-01-01,2020-12-31,Year,64.26
24,2019-08-09,2021-01-01,2021-12-31,Year,63.12
25,2019-08-09,2022-01-03,2022-12-30,Year,64.13
26,2019-08-09,2023-01-02,2023-12-29,Year,65.61
