,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2020-03-26,2020-03-26,2020-03-26,Day,21.32
1,2020-03-26,2020-03-27,2020-03-27,Day,21.46
2,2020-03-26,2020-03-28,2020-03-28,Day,14.83
3,2020-03-26,2020-03-29,2020-03-29,Day,7.18
4,2020-03-26,2020-03-30,2020-03-30,Day,17.05
5,2020-03-26,2020-03-31,2020-03-31,Day,20.19
6,2020-03-26,2020-04-01,2020-04-01,Day,22.22
7,2020-03-26,2020-03-01,2020-03-31,Month,23.66
8,2020-03-26,2020-04-01,2020-04-30,Month,16.7
9,2020-03-26,2020-05-01,2020-05-31,Month,18.44
10,2020-03-26,2020-06-01,2020-06-30,Month,23.69
11,2020-03-26,2020-07-01,2020-07-31,Month,26.21
12,2020-03-26,2020-08-01,2020-08-31,Month,25.29
13,2020-03-26,2020-09-01,2020-09-30,Month,30.99
14,2020-03-26,2020-04-01,2020-06-30,Quarter,19.6
15,2020-03-26,2020-07-01,2020-09-30,Quarter,27.46
16,2020-03-26,2020-10-01,2020-12-31,Quarter,43.13
17,2020-03-26,2021-01-01,2021-03-31,Quarter,46.14
18,2020-03-26,2021-04-01,2021-06-30,Quarter,32.22
19,2020-03-26,2021-07-01,2021-09-30,Quarter,33.35
20,2020-03-26,2021-10-01,2021-12-31,Quarter,48.38
21,2020-03-26,2020-03-23,2020-03-29,Week,17.79
22,2020-03-26,2020-03-30,2020-04-05,Week,17.7
23,2020-03-26,2020-04-06,2020-04-12,Week,13.95
24,2020-03-26,2020-04-13,2020-04-19,Week,14.05
25,2020-03-26,2020-04-20,2020-04-26,Week,18.5
26,2020-03-26,2020-03-28,2020-03-29,Weekend,11.09
27,2020-03-26,2021-01-01,2021-12-31,Year,40.01
28,2020-03-26,2022-01-01,2022-12-31,Year,42.11
29,2020-03-26,2023-01-01,2023-12-31,Year,42.91
