,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2019-03-19,2019-03-19,2019-03-19,Day,45.31
1,2019-03-19,2019-03-20,2019-03-20,Day,41.96
2,2019-03-19,2019-03-21,2019-03-21,Day,41.46
3,2019-03-19,2019-03-22,2019-03-22,Day,40.46
4,2019-03-19,2019-03-23,2019-03-23,Day,34.9
5,2019-03-19,2019-03-24,2019-03-24,Day,28.02
6,2019-03-19,2019-03-25,2019-03-25,Day,36.55
7,2019-03-19,2019-03-01,2019-03-31,Month,34.35
8,2019-03-19,2019-04-01,2019-04-30,Month,37.8
9,2019-03-19,2019-05-01,2019-05-31,Month,37.98
10,2019-03-19,2019-06-01,2019-06-30,Month,40.15
11,2019-03-19,2019-07-01,2019-07-31,Month,42.61
12,2019-03-19,2019-08-01,2019-08-31,Month,40.01
13,2019-03-19,2019-09-01,2019-09-30,Month,45.99
14,2019-03-19,2019-04-01,2019-06-30,Quarter,38.64
15,2019-03-19,2019-07-01,2019-09-30,Quarter,42.84
16,2019-03-19,2019-10-01,2019-12-31,Quarter,57.91
17,2019-03-19,2020-01-01,2020-03-31,Quarter,58.1
18,2019-03-19,2020-04-01,2020-06-30,Quarter,40.65
19,2019-03-19,2020-07-01,2020-09-30,Quarter,41.8
20,2019-03-19,2020-10-01,2020-12-31,Quarter,56.72
21,2019-03-19,2019-03-18,2019-03-24,Week,38.67
22,2019-03-19,2019-03-25,2019-03-31,Week,38.79
23,2019-03-19,2019-04-01,2019-04-07,Week,38.75
24,2019-03-19,2019-04-08,2019-04-14,Week,38.63
25,2019-03-19,2019-04-15,2019-04-21,Week,36.88
26,2019-03-19,2019-03-23,2019-03-24,Weekend,31.46
27,2019-03-19,2020-01-01,2020-12-31,Year,49.32
28,2019-03-19,2021-01-01,2021-12-31,Year,45.39
29,2019-03-19,2022-01-01,2022-12-31,Year,44.13
