,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2023-03-10,2023-03-10,2023-03-11,Day,125.58
1,2023-03-10,2023-03-11,2023-03-12,Day,120.76
2,2023-03-10,2023-03-12,2023-03-13,Day,95.59
3,2023-03-10,2023-03-13,2023-03-14,Day,74.75
4,2023-03-10,2023-03-14,2023-03-15,Day,101.19
5,2023-03-10,2023-03-15,2023-03-16,Day,125.66
6,2023-03-10,2023-03-16,2023-03-17,Day,126.77
7,2023-03-10,2023-03-01,2023-04-01,Month,137.47
8,2023-03-10,2023-04-03,2023-05-01,Month,146.33
9,2023-03-10,2023-05-01,2023-06-01,Month,151.16
10,2023-03-10,2023-06-01,2023-07-01,Month,165.81
11,2023-03-10,2023-07-03,2023-08-01,Month,195.35
12,2023-03-10,2023-04-03,2023-07-01,Quarter,154.63
13,2023-03-10,2023-07-03,2023-10-01,Quarter,190.02
14,2023-03-10,2023-10-02,2024-01-01,Quarter,413.11
15,2023-03-10,2024-01-01,2024-04-01,Quarter,558.77
16,2023-03-10,2024-04-01,2024-07-01,Quarter,188.62
17,2023-03-10,2024-07-01,2024-10-01,Quarter,191.05
18,2023-03-10,2024-10-01,2025-01-01,Quarter,311.62
19,2023-03-10,2023-03-06,2023-03-11,Week,148.86
20,2023-03-10,2023-03-13,2023-03-18,Week,110.45
21,2023-03-10,2023-03-20,2023-03-25,Week,137.90
22,2023-03-10,2023-03-27,2023-04-01,Week,135.80
23,2023-03-10,2023-04-03,2023-04-08,Week,131.72
24,2023-03-10,2024-01-01,2025-01-01,Year,312.05
25,2023-03-10,2025-01-01,2026-01-01,Year,211.99
26,2023-03-10,2026-01-01,2027-01-01,Year,155.01
