,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2019-12-17,2019-12-17,2019-12-17,Day,48.71
1,2019-12-17,2019-12-18,2019-12-18,Day,48.78
2,2019-12-17,2019-12-19,2019-12-19,Day,36.33
3,2019-12-17,2019-12-20,2019-12-20,Day,36.25
4,2019-12-17,2019-12-21,2019-12-21,Day,23.63
5,2019-12-17,2019-12-22,2019-12-22,Day,17.87
6,2019-12-17,2019-12-23,2019-12-23,Day,37.68
7,2019-12-17,2019-12-02,2019-12-31,Month,46.79
8,2019-12-17,2020-01-01,2020-01-31,Month,61.35
9,2019-12-17,2020-02-03,2020-02-28,Month,63.16
10,2019-12-17,2020-03-02,2020-03-31,Month,53.96
11,2019-12-17,2020-01-01,2020-03-31,Quarter,59.41
12,2019-12-17,2020-04-01,2020-06-30,Quarter,44.55
13,2019-12-17,2020-07-01,2020-09-30,Quarter,48.88
14,2019-12-17,2020-10-01,2020-12-31,Quarter,70.22
15,2019-12-17,2021-01-01,2021-03-31,Quarter,69.81
16,2019-12-17,2021-04-01,2021-06-30,Quarter,48.01
17,2019-12-17,2021-07-01,2021-09-30,Quarter,50.82
18,2019-12-17,2019-12-16,2019-12-20,Week,43.77
19,2019-12-17,2019-12-23,2019-12-27,Week,34.25
20,2019-12-17,2019-12-30,2020-01-03,Week,44.0
21,2019-12-17,2020-01-06,2020-01-10,Week,61.3
22,2019-12-17,2020-01-13,2020-01-17,Week,65.06
23,2019-12-17,2020-01-01,2020-12-31,Year,55.79
24,2019-12-17,2021-01-01,2021-12-31,Year,59.5
25,2019-12-17,2022-01-03,2022-12-30,Year,61.63
26,2019-12-17,2023-01-02,2023-12-29,Year,61.62
