,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-12-10,2024-12-10,2024-12-11,Day,126.21
1,2024-12-10,2024-12-11,2024-12-12,Day,164.10
2,2024-12-10,2024-12-12,2024-12-13,Day,184.46
3,2024-12-10,2024-12-13,2024-12-14,Day,165.00
4,2024-12-10,2024-12-14,2024-12-15,Day,103.13
5,2024-12-10,2024-12-15,2024-12-16,Day,93.13
6,2024-12-10,2024-12-16,2024-12-17,Day,101.22
7,2024-12-10,2024-12-17,2024-12-18,Day,101.22
8,2024-12-10,2024-12-18,2024-12-19,Day,101.22
9,2024-12-10,2024-12-19,2024-12-20,Day,101.22
10,2024-12-10,2024-12-20,2024-12-21,Day,101.22
11,2024-12-10,2024-12-21,2024-12-22,Day,77.97
12,2024-12-10,2024-12-22,2024-12-23,Day,70.57
13,2024-12-10,2024-12-01,2025-01-01,Month,96.12
14,2024-12-10,2025-01-01,2025-02-01,Month,95.50
15,2024-12-10,2025-02-01,2025-03-01,Month,102.98
16,2024-12-10,2025-03-01,2025-04-01,Month,80.60
17,2024-12-10,2025-04-01,2025-05-01,Month,62.69
18,2024-12-10,2025-05-01,2025-06-01,Month,47.60
19,2024-12-10,2025-06-01,2025-07-01,Month,52.20
20,2024-12-10,2025-01-01,2025-04-01,Quarter,92.70
21,2024-12-10,2025-04-01,2025-07-01,Quarter,54.09
22,2024-12-10,2025-07-01,2025-10-01,Quarter,64.92
23,2024-12-10,2025-10-01,2026-01-01,Quarter,85.08
24,2024-12-10,2026-01-01,2026-04-01,Quarter,92.02
25,2024-12-10,2026-04-01,2026-07-01,Quarter,43.72
26,2024-12-10,2026-07-01,2026-10-01,Quarter,49.88
27,2024-12-10,2026-10-01,2027-01-01,Quarter,77.20
28,2024-12-10,2027-01-01,2027-04-01,Quarter,89.48
29,2024-12-10,2027-04-01,2027-07-01,Quarter,40.79
30,2024-12-10,2024-12-09,2024-12-16,Week,132.09
31,2024-12-10,2024-12-16,2024-12-23,Week,93.52
32,2024-12-10,2024-12-23,2024-12-30,Week,69.63
33,2024-12-10,2024-12-30,2025-01-06,Week,72.50
34,2024-12-10,2025-01-06,2025-01-13,Week,100.00
35,2024-12-10,2024-12-14,2024-12-16,Weekend,98.13
36,2024-12-10,2024-12-21,2024-12-23,Weekend,74.27
37,2024-12-10,2025-01-01,2026-01-01,Year,74.15
38,2024-12-10,2026-01-01,2027-01-01,Year,65.62
39,2024-12-10,2027-01-01,2028-01-01,Year,62.51
40,2024-12-10,2028-01-01,2029-01-01,Year,62.58
41,2024-12-10,2029-01-01,2030-01-01,Year,62.99
42,2024-12-10,2030-01-01,2031-01-01,Year,63.71
43,2024-12-10,2031-01-01,2032-01-01,Year,64.51
44,2024-12-10,2032-01-01,2033-01-01,Year,64.51
45,2024-12-10,2033-01-01,2034-01-01,Year,65.23
46,2024-12-10,2034-01-01,2035-01-01,Year,65.85
