,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2019-10-04,2019-10-04,2019-10-04,Day,47.58
1,2019-10-04,2019-10-05,2019-10-05,Day,40.75
2,2019-10-04,2019-10-06,2019-10-06,Day,34.0
3,2019-10-04,2019-10-07,2019-10-07,Day,53.46
4,2019-10-04,2019-10-08,2019-10-08,Day,48.02
5,2019-10-04,2019-10-09,2019-10-09,Day,49.98
6,2019-10-04,2019-10-10,2019-10-10,Day,49.98
7,2019-10-04,2019-10-01,2019-10-31,Month,52.78
8,2019-10-04,2019-11-01,2019-11-29,Month,71.45
9,2019-10-04,2019-12-02,2019-12-31,Month,73.26
10,2019-10-04,2020-01-01,2020-01-31,Month,77.53
11,2019-10-04,2020-01-01,2020-03-31,Quarter,72.15
12,2019-10-04,2020-04-01,2020-06-30,Quarter,49.79
13,2019-10-04,2020-07-01,2020-09-30,Quarter,50.64
14,2019-10-04,2020-10-01,2020-12-31,Quarter,72.02
15,2019-10-04,2019-09-30,2019-10-04,Week,45.88
16,2019-10-04,2019-10-07,2019-10-11,Week,49.13
17,2019-10-04,2019-10-14,2019-10-18,Week,55.63
18,2019-10-04,2019-10-21,2019-10-25,Week,57.45
19,2019-10-04,2019-10-28,2019-11-01,Week,54.5
20,2019-10-04,2020-01-01,2020-12-31,Year,61.15
21,2019-10-04,2021-01-01,2021-12-31,Year,61.51
22,2019-10-04,2022-01-03,2022-12-30,Year,62.14
23,2019-10-04,2023-01-02,2023-12-29,Year,64.76
