,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2023-10-26,2023-10-26,2023-10-27,Day,119.19
1,2023-10-26,2023-10-27,2023-10-28,Day,100.71
2,2023-10-26,2023-10-28,2023-10-29,Day,56.31
3,2023-10-26,2023-10-29,2023-10-30,Day,26.31
4,2023-10-26,2023-10-30,2023-10-31,Day,87.00
5,2023-10-26,2023-10-31,2023-11-01,Day,89.00
6,2023-10-26,2023-11-01,2023-11-02,Day,51.00
7,2023-10-26,2023-10-01,2023-11-01,Month,84.02
8,2023-10-26,2023-11-01,2023-12-01,Month,104.82
9,2023-10-26,2023-12-01,2024-01-01,Month,119.19
10,2023-10-26,2024-01-01,2024-02-01,Month,143.23
11,2023-10-26,2024-02-01,2024-03-01,Month,149.74
12,2023-10-26,2024-03-01,2024-04-01,Month,124.94
13,2023-10-26,2024-04-01,2024-05-01,Month,121.81
14,2023-10-26,2024-01-01,2024-04-01,Quarter,139.08
15,2023-10-26,2024-04-01,2024-07-01,Quarter,111.60
16,2023-10-26,2024-07-01,2024-10-01,Quarter,117.98
17,2023-10-26,2024-10-01,2025-01-01,Quarter,159.94
18,2023-10-26,2025-01-01,2025-04-01,Quarter,163.55
19,2023-10-26,2025-04-01,2025-07-01,Quarter,86.83
20,2023-10-26,2025-07-01,2025-10-01,Quarter,89.24
21,2023-10-26,2025-10-01,2026-01-01,Quarter,134.91
22,2023-10-26,2023-10-23,2023-10-30,Week,91.44
23,2023-10-26,2023-10-30,2023-11-06,Week,66.20
24,2023-10-26,2023-11-06,2023-11-13,Week,95.38
25,2023-10-26,2023-11-13,2023-11-20,Week,109.20
26,2023-10-26,2023-11-20,2023-11-27,Week,121.15
27,2023-10-26,2023-10-28,2023-10-30,Weekend,41.00
28,2023-10-26,2023-11-04,2023-11-06,Weekend,46.25
29,2023-10-26,2024-01-01,2025-01-01,Year,132.19
30,2023-10-26,2025-01-01,2026-01-01,Year,118.47
31,2023-10-26,2026-01-01,2027-01-01,Year,107.74
32,2023-10-26,2027-01-01,2028-01-01,Year,91.60
33,2023-10-26,2028-01-01,2029-01-01,Year,76.85
