,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-05-28,2024-05-28,2024-05-29,Day,12.23
1,2024-05-28,2024-05-29,2024-05-30,Day,25.61
2,2024-05-28,2024-05-30,2024-05-31,Day,22.00
3,2024-05-28,2024-05-31,2024-06-01,Day,14.00
4,2024-05-28,2024-06-01,2024-06-02,Day,6.78
5,2024-05-28,2024-06-02,2024-06-03,Day,6.13
6,2024-05-28,2024-06-03,2024-06-04,Day,32.00
7,2024-05-28,2024-05-01,2024-06-01,Month,22.59
8,2024-05-28,2024-06-03,2024-07-01,Month,39.33
9,2024-05-28,2024-07-01,2024-08-01,Month,55.48
10,2024-05-28,2024-08-01,2024-09-01,Month,57.47
11,2024-05-28,2024-09-02,2024-10-01,Month,80.97
12,2024-05-28,2024-10-01,2024-11-01,Month,87.00
13,2024-05-28,2024-07-01,2024-10-01,Quarter,64.25
14,2024-05-28,2024-10-01,2025-01-01,Quarter,117.75
15,2024-05-28,2025-01-01,2025-04-01,Quarter,135.00
16,2024-05-28,2025-04-01,2025-07-01,Quarter,67.42
17,2024-05-28,2025-07-01,2025-10-01,Quarter,79.44
18,2024-05-28,2025-10-01,2026-01-01,Quarter,111.98
19,2024-05-28,2026-01-01,2026-04-01,Quarter,114.10
20,2024-05-28,2026-04-01,2026-07-01,Quarter,54.33
21,2024-05-28,2026-07-01,2026-10-01,Quarter,56.43
22,2024-05-28,2026-10-01,2027-01-01,Quarter,95.06
23,2024-05-28,2024-05-27,2024-06-01,Week,19.76
24,2024-05-28,2024-06-03,2024-06-08,Week,32.00
25,2024-05-28,2024-06-10,2024-06-15,Week,35.00
26,2024-05-28,2024-06-17,2024-06-22,Week,37.50
27,2024-05-28,2024-06-24,2024-06-29,Week,52.82
28,2024-05-28,2025-01-01,2026-01-01,Year,98.30
29,2024-05-28,2026-01-01,2027-01-01,Year,79.82
30,2024-05-28,2027-01-01,2028-01-01,Year,79.63
31,2024-05-28,2028-01-03,2029-01-01,Year,74.18
