,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2018-01-08,2018-01-06,2018-01-06,Day,36.21
1,2018-01-08,2018-01-07,2018-01-07,Day,22.41
2,2018-01-08,2018-01-08,2018-01-08,Day,36.81
3,2018-01-08,2018-01-09,2018-01-09,Day,47.05
4,2018-01-08,2018-01-10,2018-01-10,Day,46.83
5,2018-01-08,2018-01-11,2018-01-11,Day,53.21
6,2018-01-08,2018-01-01,2018-01-31,Month,41.48
7,2018-01-08,2018-02-01,2018-02-28,Month,50.52
8,2018-01-08,2018-03-01,2018-03-31,Month,41.95
9,2018-01-08,2018-04-01,2018-04-30,Month,39.53
10,2018-01-08,2018-05-01,2018-05-31,Month,33.03
11,2018-01-08,2018-06-01,2018-06-30,Month,34.32
12,2018-01-08,2018-07-01,2018-07-31,Month,34.87
13,2018-01-08,2018-04-01,2018-06-30,Quarter,35.6
14,2018-01-08,2018-07-01,2018-09-30,Quarter,35.31
15,2018-01-08,2018-10-01,2018-12-31,Quarter,49.02
16,2018-01-08,2019-01-01,2019-03-31,Quarter,51.05
17,2018-01-08,2019-04-01,2019-06-30,Quarter,33.79
18,2018-01-08,2018-01-01,2018-01-07,Week,24.97
19,2018-01-08,2018-01-08,2018-01-14,Week,44.83
20,2018-01-08,2018-01-15,2018-01-21,Week,44.62
21,2018-01-08,2018-01-22,2018-01-28,Week,47.39
22,2018-01-08,2018-01-29,2018-02-04,Week,51.11
23,2018-01-08,2018-02-05,2018-02-11,Week,52.0
24,2018-01-08,2018-01-06,2018-01-07,Weekend,29.31
25,2018-01-08,2018-01-13,2018-01-14,Weekend,39.25
26,2018-01-08,2018-01-20,2018-01-21,Weekend,37.75
27,2018-01-08,2019-01-01,2019-12-31,Year,41.2
28,2018-01-08,2020-01-01,2020-12-31,Year,40.63
29,2018-01-08,2021-01-01,2021-12-31,Year,40.75
