,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2020-10-29,2020-10-29,2020-10-30,Day,37.18
1,2020-10-29,2020-10-30,2020-10-31,Day,33.02
2,2020-10-29,2020-10-31,2020-11-01,Day,32.01
3,2020-10-29,2020-11-01,2020-11-02,Day,19.69
4,2020-10-29,2020-11-02,2020-11-03,Day,30.08
5,2020-10-29,2020-11-03,2020-11-04,Day,32.28
6,2020-10-29,2020-11-04,2020-11-05,Day,43.29
7,2020-10-29,2020-10-01,2020-11-01,Month,37.89
8,2020-10-29,2020-11-01,2020-12-01,Month,41.05
9,2020-10-29,2020-12-01,2021-01-01,Month,43.88
10,2020-10-29,2021-01-01,2021-02-01,Month,48.92
11,2020-10-29,2021-02-01,2021-03-01,Month,49.6
12,2020-10-29,2021-03-01,2021-04-01,Month,41.03
13,2020-10-29,2021-04-01,2021-05-01,Month,34.87
14,2020-10-29,2021-01-01,2021-04-01,Quarter,46.42
15,2020-10-29,2021-04-01,2021-07-01,Quarter,34.14
16,2020-10-29,2021-07-01,2021-10-01,Quarter,36.3
17,2020-10-29,2021-10-01,2022-01-01,Quarter,50.16
18,2020-10-29,2022-01-01,2022-04-01,Quarter,53.32
19,2020-10-29,2022-04-01,2022-07-01,Quarter,35.27
20,2020-10-29,2022-07-01,2022-10-01,Quarter,36.3
21,2020-10-29,2022-10-01,2023-01-01,Quarter,47.91
22,2020-10-29,2020-10-26,2020-11-02,Week,34.09
23,2020-10-29,2020-11-02,2020-11-09,Week,36.75
24,2020-10-29,2020-11-09,2020-11-16,Week,40.58
25,2020-10-29,2020-11-16,2020-11-23,Week,43.38
26,2020-10-29,2020-11-23,2020-11-30,Week,44.2
27,2020-10-29,2020-10-31,2020-11-02,Weekend,25.85
28,2020-10-29,2021-01-01,2022-01-01,Year,41.75
29,2020-10-29,2022-01-01,2023-01-01,Year,43.17
30,2020-10-29,2023-01-01,2024-01-01,Year,44.76
31,2020-10-29,2024-01-01,2025-01-01,Year,46.48
