,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2016-07-05,2016-07-05,2016-07-05,Day,29.74
1,2016-07-05,2016-07-06,2016-07-06,Day,26.66
2,2016-07-05,2016-07-07,2016-07-07,Day,29.63
3,2016-07-05,2016-07-08,2016-07-08,Day,29.88
4,2016-07-05,2016-07-01,2016-07-31,Month,27.77
5,2016-07-05,2016-08-01,2016-08-31,Month,26.38
6,2016-07-05,2016-09-01,2016-09-30,Month,31.0
7,2016-07-05,2016-10-01,2016-10-31,Month,35.59
8,2016-07-05,2016-10-01,2016-12-31,Quarter,37.28
9,2016-07-05,2017-01-01,2017-03-31,Quarter,40.68
10,2016-07-05,2017-04-01,2017-06-30,Quarter,26.47
11,2016-07-05,2017-07-01,2017-09-30,Quarter,28.66
12,2016-07-05,2017-10-01,2017-12-31,Quarter,40.25
13,2016-07-05,2018-01-01,2018-03-31,Quarter,40.41
14,2016-07-05,2016-07-04,2016-07-10,Week,27.69
15,2016-07-05,2016-07-11,2016-07-17,Week,26.75
16,2016-07-05,2016-07-18,2016-07-24,Week,29.15
17,2016-07-05,2016-07-25,2016-07-31,Week,29.85
18,2016-07-05,2016-08-01,2016-08-07,Week,27.25
19,2016-07-05,2016-07-09,2016-07-10,Weekend,21.55
20,2016-07-05,2016-07-16,2016-07-17,Weekend,0.01
21,2016-07-05,2017-01-01,2018-01-01,Year,34.0
22,2016-07-05,2018-01-01,2019-01-01,Year,33.49
23,2016-07-05,2019-01-01,2019-12-31,Year,33.7
