,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-05-23,2024-05-23,2024-05-24,Day,45.73
1,2024-05-23,2024-05-24,2024-05-25,Day,55.09
2,2024-05-23,2024-05-25,2024-05-26,Day,15.45
3,2024-05-23,2024-05-26,2024-05-27,Day,6.16
4,2024-05-23,2024-05-27,2024-05-28,Day,34.34
5,2024-05-23,2024-05-28,2024-05-29,Day,34.34
6,2024-05-23,2024-05-29,2024-05-30,Day,34.00
7,2024-05-23,2024-05-01,2024-06-01,Month,26.04
8,2024-05-23,2024-06-03,2024-07-01,Month,47.67
9,2024-05-23,2024-07-01,2024-08-01,Month,66.44
10,2024-05-23,2024-08-01,2024-09-01,Month,68.47
11,2024-05-23,2024-09-02,2024-10-01,Month,88.07
12,2024-05-23,2024-10-01,2024-11-01,Month,93.78
13,2024-05-23,2024-07-01,2024-10-01,Quarter,74.00
14,2024-05-23,2024-10-01,2025-01-01,Quarter,122.43
15,2024-05-23,2025-01-01,2025-04-01,Quarter,139.62
16,2024-05-23,2025-04-01,2025-07-01,Quarter,72.65
17,2024-05-23,2025-07-01,2025-10-01,Quarter,82.85
18,2024-05-23,2025-10-01,2026-01-01,Quarter,115.00
19,2024-05-23,2026-01-01,2026-04-01,Quarter,114.32
20,2024-05-23,2026-04-01,2026-07-01,Quarter,53.79
21,2024-05-23,2026-07-01,2026-10-01,Quarter,55.87
22,2024-05-23,2026-10-01,2027-01-01,Quarter,94.29
23,2024-05-23,2024-05-20,2024-05-25,Week,31.66
24,2024-05-23,2024-05-27,2024-06-01,Week,35.63
25,2024-05-23,2024-06-03,2024-06-08,Week,40.00
26,2024-05-23,2024-06-10,2024-06-15,Week,46.95
27,2024-05-23,2024-06-17,2024-06-22,Week,47.50
28,2024-05-23,2025-01-01,2026-01-01,Year,102.36
29,2024-05-23,2026-01-01,2027-01-01,Year,79.40
30,2024-05-23,2027-01-01,2028-01-01,Year,78.07
31,2024-05-23,2028-01-03,2029-01-01,Year,76.21
