,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2017-03-07,2017-03-07,2017-03-07,Day,45.19
1,2017-03-07,2017-03-08,2017-03-08,Day,43.03
2,2017-03-07,2017-03-09,2017-03-09,Day,41.6
3,2017-03-07,2017-03-10,2017-03-10,Day,39.38
4,2017-03-07,2017-03-01,2017-03-31,Month,38.76
5,2017-03-07,2017-04-01,2017-04-30,Month,33.58
6,2017-03-07,2017-05-01,2017-05-31,Month,29.88
7,2017-03-07,2017-06-01,2017-06-30,Month,31.62
8,2017-03-07,2017-04-01,2017-06-30,Quarter,31.67
9,2017-03-07,2017-07-01,2017-09-30,Quarter,32.5
10,2017-03-07,2017-10-01,2017-12-31,Quarter,42.42
11,2017-03-07,2018-01-01,2018-03-31,Quarter,43.4
12,2017-03-07,2018-10-01,2018-12-31,Quarter,41.2
13,2017-03-07,2017-03-06,2017-03-12,Week,38.91
14,2017-03-07,2017-03-13,2017-03-19,Week,40.48
15,2017-03-07,2017-03-20,2017-03-26,Week,38.53
16,2017-03-07,2017-03-27,2017-04-02,Week,37.25
17,2017-03-07,2017-04-03,2017-04-09,Week,36.5
18,2017-03-07,2017-03-11,2017-03-12,Weekend,31.13
19,2017-03-07,2017-03-18,2017-03-19,Weekend,0.01
20,2017-03-07,2018-01-01,2019-01-01,Year,35.47
21,2017-03-07,2019-01-01,2020-01-01,Year,35.2
22,2017-03-07,2020-01-01,2021-01-01,Year,36.43
