,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2017-03-20,2017-03-18,2017-03-18,Day,25.86
1,2017-03-20,2017-03-19,2017-03-19,Day,18.85
2,2017-03-20,2017-03-20,2017-03-20,Day,36.48
3,2017-03-20,2017-03-21,2017-03-21,Day,46.27
4,2017-03-20,2017-03-01,2017-03-31,Month,42.67
5,2017-03-20,2017-04-03,2017-04-28,Month,36.97
6,2017-03-20,2017-05-01,2017-05-31,Month,35.51
7,2017-03-20,2017-06-01,2017-06-30,Month,38.99
8,2017-03-20,2017-04-03,2017-06-30,Quarter,37.14
9,2017-03-20,2017-07-03,2017-09-29,Quarter,39.3
10,2017-03-20,2017-10-02,2017-12-29,Quarter,52.6
11,2017-03-20,2018-01-01,2018-03-30,Quarter,54.55
12,2017-03-20,2017-03-13,2017-03-17,Week,39.26
13,2017-03-20,2017-03-20,2017-03-24,Week,41.8
14,2017-03-20,2017-03-27,2017-03-31,Week,39.75
15,2017-03-20,2017-04-03,2017-04-07,Week,40.0
16,2017-03-20,2017-04-10,2017-04-14,Week,37.0
17,2017-03-20,2017-04-17,2017-04-21,Week,36.0
18,2017-03-20,2017-03-18,2017-03-19,Weekend,22.36
19,2017-03-20,2017-03-25,2017-03-26,Weekend,0.01
20,2017-03-20,2018-01-01,2019-01-01,Year,45.4
21,2017-03-20,2019-01-01,2020-01-01,Year,45.84
22,2017-03-20,2020-01-01,2021-01-01,Year,47.79
23,2017-03-20,2021-01-01,2022-01-01,Year,49.82
