,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2016-04-13,2016-04-13,2016-04-13,Day,27.76
1,2016-04-13,2016-04-14,2016-04-14,Day,26.76
2,2016-04-13,2016-04-15,2016-04-15,Day,25.5
3,2016-04-13,2016-04-16,2016-04-16,Day,18.46
4,2016-04-13,2016-04-01,2016-04-30,Month,23.95
5,2016-04-13,2016-05-01,2016-05-31,Month,21.61
6,2016-04-13,2016-06-01,2016-06-30,Month,21.9
7,2016-04-13,2016-07-01,2016-07-31,Month,21.58
8,2016-04-13,2016-07-01,2016-09-30,Quarter,22.5
9,2016-04-13,2016-10-01,2016-12-31,Quarter,30.4
10,2016-04-13,2017-01-01,2017-03-31,Quarter,31.39
11,2016-04-13,2017-04-01,2017-06-30,Quarter,23.63
12,2016-04-13,2017-07-01,2017-09-30,Quarter,23.08
13,2016-04-13,2017-10-01,2017-12-31,Quarter,30.44
14,2016-04-13,2016-04-11,2016-04-17,Week,23.41
15,2016-04-13,2016-04-18,2016-04-24,Week,23.16
16,2016-04-13,2016-04-25,2016-05-01,Week,23.63
17,2016-04-13,2016-05-02,2016-05-08,Week,20.5
18,2016-04-13,2016-05-09,2016-05-15,Week,22.5
19,2016-04-13,2016-04-16,2016-04-17,Weekend,16.05
20,2016-04-13,2016-04-23,2016-04-24,Weekend,0.01
21,2016-04-13,2017-01-01,2018-01-01,Year,27.12
22,2016-04-13,2018-01-01,2019-01-01,Year,27.95
23,2016-04-13,2019-01-01,2019-12-31,Year,28.29
