,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2021-09-06,2021-09-04,2021-09-05,Day,107.35
1,2021-09-06,2021-09-05,2021-09-06,Day,98.96
2,2021-09-06,2021-09-06,2021-09-07,Day,123.98
3,2021-09-06,2021-09-07,2021-09-08,Day,123.69
4,2021-09-06,2021-09-08,2021-09-09,Day,121.35
5,2021-09-06,2021-09-09,2021-09-10,Day,118.38
6,2021-09-06,2021-09-10,2021-09-11,Day,123.5
7,2021-09-06,2021-09-11,2021-09-12,Day,112.24
8,2021-09-06,2021-09-12,2021-09-13,Day,97.84
9,2021-09-06,2021-09-01,2021-10-01,Month,115.35
10,2021-09-06,2021-10-01,2021-11-01,Month,118.0
11,2021-09-06,2021-11-01,2021-12-01,Month,134.52
12,2021-09-06,2021-12-01,2022-01-01,Month,133.55
13,2021-09-06,2022-01-01,2022-02-01,Month,140.89
14,2021-09-06,2022-02-01,2022-03-01,Month,142.04
15,2021-09-06,2022-03-01,2022-04-01,Month,113.98
16,2021-09-06,2021-10-01,2022-01-01,Quarter,128.62
17,2021-09-06,2022-01-01,2022-04-01,Quarter,131.99
18,2021-09-06,2022-04-01,2022-07-01,Quarter,75.64
19,2021-09-06,2022-07-01,2022-10-01,Quarter,76.59
20,2021-09-06,2022-10-01,2023-01-01,Quarter,92.23
21,2021-09-06,2023-01-01,2023-04-01,Quarter,93.6
22,2021-09-06,2023-04-01,2023-07-01,Quarter,58.7
23,2021-09-06,2023-07-01,2023-10-01,Quarter,65.36
24,2021-09-06,2021-08-30,2021-09-06,Week,106.14
25,2021-09-06,2021-09-06,2021-09-13,Week,117.28
26,2021-09-06,2021-09-13,2021-09-20,Week,115.89
27,2021-09-06,2021-09-20,2021-09-27,Week,115.52
28,2021-09-06,2021-09-27,2021-10-04,Week,115.31
29,2021-09-06,2021-10-04,2021-10-11,Week,114.84
30,2021-09-06,2021-09-04,2021-09-06,Weekend,103.15
31,2021-09-06,2021-09-11,2021-09-13,Weekend,105.04
32,2021-09-06,2022-01-01,2023-01-01,Year,93.95
33,2021-09-06,2023-01-01,2024-01-01,Year,73.9
34,2021-09-06,2024-01-01,2025-01-01,Year,66.49
35,2021-09-06,2025-01-01,2026-01-01,Year,65.92
