,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2015-04-14,2015-04-14,2015-04-14,Day,44.01
1,2015-04-14,2015-04-15,2015-04-15,Day,45.78
2,2015-04-14,2015-04-16,2015-04-16,Day,43.13
3,2015-04-14,2015-04-17,2015-04-17,Day,41.85
4,2015-04-14,2015-04-01,2015-04-30,Month,40.15
5,2015-04-14,2015-05-01,2015-05-31,Month,33.12
6,2015-04-14,2015-06-01,2015-06-30,Month,32.49
7,2015-04-14,2015-07-01,2015-07-31,Month,32.23
8,2015-04-14,2015-07-01,2015-09-30,Quarter,33.18
9,2015-04-14,2015-10-01,2015-12-31,Quarter,45.95
10,2015-04-14,2016-01-01,2016-03-31,Quarter,48.05
11,2015-04-14,2016-04-01,2016-06-30,Quarter,31.9
12,2015-04-14,2016-07-01,2016-09-30,Quarter,31.99
13,2015-04-14,2016-10-01,2016-12-31,Quarter,45.59
14,2015-04-14,2015-04-13,2015-04-19,Week,38.55
15,2015-04-14,2015-04-20,2015-04-26,Week,40.28
16,2015-04-14,2015-04-27,2015-05-03,Week,38.5
17,2015-04-14,2015-05-04,2015-05-10,Week,36.75
18,2015-04-14,2015-05-11,2015-05-17,Week,32.75
19,2015-04-14,2015-04-18,2015-04-19,Weekend,23.2
20,2015-04-14,2015-04-25,2015-04-26,Weekend,0.01
21,2015-04-14,2016-01-01,2017-01-01,Year,39.38
22,2015-04-14,2017-01-01,2018-01-01,Year,38.57
23,2015-04-14,2018-01-01,2019-01-01,Year,38.7
