,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2016-07-04,2016-07-02,2016-07-02,Day,21.5
1,2016-07-04,2016-07-03,2016-07-03,Day,15.6
2,2016-07-04,2016-07-04,2016-07-04,Day,34.85
3,2016-07-04,2016-07-05,2016-07-05,Day,29.74
4,2016-07-04,2016-07-01,2016-07-31,Month,27.8
5,2016-07-04,2016-08-01,2016-08-31,Month,26.75
6,2016-07-04,2016-09-01,2016-09-30,Month,31.25
7,2016-07-04,2016-10-01,2016-10-31,Month,36.5
8,2016-07-04,2016-10-01,2016-12-31,Quarter,38.08
9,2016-07-04,2017-01-01,2017-03-31,Quarter,40.68
10,2016-07-04,2017-04-01,2017-06-30,Quarter,27.3
11,2016-07-04,2017-07-01,2017-09-30,Quarter,28.8
12,2016-07-04,2017-10-01,2017-12-31,Quarter,41.0
13,2016-07-04,2018-01-01,2018-03-31,Quarter,41.39
14,2016-07-04,2016-06-27,2016-07-03,Week,27.08
15,2016-07-04,2016-07-04,2016-07-10,Week,27.82
16,2016-07-04,2016-07-11,2016-07-17,Week,26.25
17,2016-07-04,2016-07-18,2016-07-24,Week,29.5
18,2016-07-04,2016-07-25,2016-07-31,Week,30.0
19,2016-07-04,2016-08-01,2016-08-07,Week,29.0
20,2016-07-04,2016-07-02,2016-07-03,Weekend,18.55
21,2016-07-04,2016-07-09,2016-07-10,Weekend,20.75
22,2016-07-04,2017-01-01,2018-01-01,Year,34.43
23,2016-07-04,2018-01-01,2019-01-01,Year,34.05
24,2016-07-04,2019-01-01,2019-12-31,Year,34.63
