,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2021-04-06,2021-04-02,2021-04-03,Day,34.06
1,2021-04-06,2021-04-03,2021-04-04,Day,27.24
2,2021-04-06,2021-04-04,2021-04-05,Day,19.12
3,2021-04-06,2021-04-05,2021-04-06,Day,19.74
4,2021-04-06,2021-04-06,2021-04-07,Day,60.4
5,2021-04-06,2021-04-07,2021-04-08,Day,69.75
6,2021-04-06,2021-04-08,2021-04-09,Day,76.75
7,2021-04-06,2021-04-09,2021-04-10,Day,64.68
8,2021-04-06,2021-04-10,2021-04-11,Day,56.1
9,2021-04-06,2021-04-11,2021-04-12,Day,45.68
10,2021-04-06,2021-04-12,2021-04-13,Day,63.76
11,2021-04-06,2021-04-01,2021-05-01,Month,57.19
12,2021-04-06,2021-05-03,2021-06-01,Month,54.66
13,2021-04-06,2021-06-01,2021-07-01,Month,58.77
14,2021-04-06,2021-07-01,2021-07-31,Month,62.55
15,2021-04-06,2021-07-01,2021-10-01,Quarter,62.33
16,2021-04-06,2021-10-01,2022-01-01,Quarter,84.45
17,2021-04-06,2022-01-03,2022-04-01,Quarter,86.69
18,2021-04-06,2022-04-01,2022-07-01,Quarter,55.98
19,2021-04-06,2022-07-01,2022-10-01,Quarter,59.2
20,2021-04-06,2023-04-03,2023-07-01,Quarter,55.61
21,2021-04-06,2021-03-29,2021-04-03,Week,48.41
22,2021-04-06,2021-04-05,2021-04-10,Week,58.26
23,2021-04-06,2021-04-12,2021-04-17,Week,65.5
24,2021-04-06,2021-04-19,2021-04-24,Week,56.69
25,2021-04-06,2021-04-26,2021-05-01,Week,54.07
26,2021-04-06,2021-05-03,2021-05-08,Week,56.31
27,2021-04-06,2021-04-03,2021-04-05,Weekend,23.18
28,2021-04-06,2022-01-03,2022-12-31,Year,70.54
29,2021-04-06,2023-01-02,2023-12-30,Year,67.34
30,2021-04-06,2024-01-01,2025-01-01,Year,64.72
