,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2021-01-12,2021-01-12,2021-01-13,Day,70.68
1,2021-01-12,2021-01-13,2021-01-14,Day,83.26
2,2021-01-12,2021-01-14,2021-01-15,Day,87.33
3,2021-01-12,2021-01-15,2021-01-16,Day,93.33
4,2021-01-12,2021-01-16,2021-01-17,Day,73.83
5,2021-01-12,2021-01-17,2021-01-18,Day,56.85
6,2021-01-12,2021-01-18,2021-01-19,Day,73.79
7,2021-01-12,2021-01-01,2021-01-30,Month,84.28
8,2021-01-12,2021-02-01,2021-02-27,Month,95.75
9,2021-01-12,2021-03-01,2021-04-01,Month,70.02
10,2021-01-12,2021-04-01,2021-05-01,Month,58.19
11,2021-01-12,2021-04-01,2021-07-01,Quarter,54.34
12,2021-01-12,2021-07-01,2021-10-01,Quarter,56.13
13,2021-01-12,2021-10-01,2022-01-01,Quarter,76.23
14,2021-01-12,2022-01-03,2022-04-01,Quarter,81.4
15,2021-01-12,2022-07-01,2022-10-01,Quarter,56.3
16,2021-01-12,2021-01-11,2021-01-16,Week,82.2
17,2021-01-12,2021-01-18,2021-01-23,Week,78.67
18,2021-01-12,2021-01-25,2021-01-30,Week,99.12
19,2021-01-12,2021-02-01,2021-02-06,Week,98.0
20,2021-01-12,2021-02-08,2021-02-13,Week,96.0
21,2021-01-12,2022-01-03,2022-12-31,Year,66.71
22,2021-01-12,2023-01-02,2023-12-30,Year,65.56
23,2021-01-12,2024-01-01,2025-01-01,Year,64.66
