,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2015-12-11,2015-12-11,2015-12-11,Day,46.57
1,2015-12-11,2015-12-12,2015-12-12,Day,38.82
2,2015-12-11,2015-12-13,2015-12-13,Day,36.0
3,2015-12-11,2015-12-14,2015-12-14,Day,45.25
4,2015-12-11,2015-12-01,2015-12-31,Month,35.41
5,2015-12-11,2016-01-01,2016-01-31,Month,37.15
6,2015-12-11,2016-02-01,2016-02-29,Month,40.5
7,2015-12-11,2016-03-01,2016-03-31,Month,36.95
8,2015-12-11,2016-01-01,2016-03-31,Quarter,38.15
9,2015-12-11,2016-04-01,2016-06-30,Quarter,30.67
10,2015-12-11,2016-07-01,2016-09-30,Quarter,29.7
11,2015-12-11,2016-10-01,2016-12-31,Quarter,38.31
12,2015-12-11,2017-01-01,2017-03-31,Quarter,39.82
13,2015-12-11,2017-04-01,2017-06-30,Quarter,29.73
14,2015-12-11,2017-07-01,2017-09-30,Quarter,29.5
15,2015-12-11,2015-12-07,2015-12-13,Week,43.16
16,2015-12-11,2015-12-14,2015-12-20,Week,36.5
17,2015-12-11,2015-12-21,2015-12-27,Week,25.63
18,2015-12-11,2015-12-28,2016-01-03,Week,27.5
19,2015-12-11,2016-01-04,2016-01-10,Week,35.75
20,2015-12-11,2015-12-12,2015-12-13,Weekend,37.41
21,2015-12-11,2015-12-19,2015-12-20,Weekend,25.25
22,2015-12-11,2016-01-01,2017-01-01,Year,34.21
23,2015-12-11,2017-01-01,2018-01-01,Year,34.23
24,2015-12-11,2018-01-01,2019-01-01,Year,34.03
