,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2015-06-23,2015-06-23,2015-06-23,Day,37.93
1,2015-06-23,2015-06-24,2015-06-24,Day,35.26
2,2015-06-23,2015-06-25,2015-06-25,Day,41.63
3,2015-06-23,2015-06-26,2015-06-26,Day,37.29
4,2015-06-23,2015-06-01,2015-06-30,Month,31.27
5,2015-06-23,2015-07-01,2015-07-31,Month,31.28
6,2015-06-23,2015-08-01,2015-08-31,Month,26.19
7,2015-06-23,2015-09-01,2015-09-30,Month,36.26
8,2015-06-23,2015-07-01,2015-09-30,Quarter,31.19
9,2015-06-23,2015-10-01,2015-12-31,Quarter,44.74
10,2015-06-23,2016-01-01,2016-03-31,Quarter,47.34
11,2015-06-23,2016-04-01,2016-06-30,Quarter,32.12
12,2015-06-23,2016-07-01,2016-09-30,Quarter,31.4
13,2015-06-23,2016-10-01,2016-12-31,Quarter,44.88
14,2015-06-23,2015-06-22,2015-06-28,Week,32.41
15,2015-06-23,2015-06-29,2015-07-05,Week,35.25
16,2015-06-23,2015-07-06,2015-07-12,Week,34.25
17,2015-06-23,2015-07-13,2015-07-19,Week,29.0
18,2015-06-23,2015-07-20,2015-07-26,Week,29.25
19,2015-06-23,2015-06-27,2015-06-28,Weekend,20.25
20,2015-06-23,2015-07-04,2015-07-05,Weekend,21.0
21,2015-06-23,2016-01-01,2017-01-01,Year,38.93
22,2015-06-23,2017-01-01,2018-01-01,Year,38.97
23,2015-06-23,2018-01-01,2019-01-01,Year,39.12
