,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2016-12-09,2016-12-09,2016-12-09,Day,60.17
1,2016-12-09,2016-12-10,2016-12-10,Day,54.52
2,2016-12-09,2016-12-11,2016-12-11,Day,0.01
3,2016-12-09,2016-12-12,2016-12-12,Day,70.0
4,2016-12-09,2016-12-01,2016-12-30,Month,69.97
5,2016-12-09,2017-01-02,2017-01-31,Month,81.54
6,2016-12-09,2017-02-01,2017-02-28,Month,72.24
7,2016-12-09,2017-03-01,2017-03-31,Month,53.14
8,2016-12-09,2017-01-02,2017-03-31,Quarter,68.63
9,2016-12-09,2017-04-03,2017-06-30,Quarter,39.19
10,2016-12-09,2017-07-03,2017-09-29,Quarter,38.39
11,2016-12-09,2017-10-02,2017-12-29,Quarter,53.56
12,2016-12-09,2016-12-12,2016-12-16,Week,72.0
13,2016-12-09,2016-12-19,2016-12-23,Week,72.75
14,2016-12-09,2016-12-26,2016-12-30,Week,57.0
15,2016-12-09,2017-01-02,2017-01-06,Week,82.0
16,2016-12-09,2016-12-10,2016-12-11,Weekend,0.01
17,2016-12-09,2016-12-17,2016-12-18,Weekend,0.01
18,2016-12-09,2017-01-02,2017-12-30,Year,49.94
19,2016-12-09,2018-01-01,2019-01-01,Year,47.82
20,2016-12-09,2019-01-01,2020-01-01,Year,48.74
