,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2020-09-21,2020-09-19,2020-09-20,Day,39.59
1,2020-09-21,2020-09-20,2020-09-21,Day,38.9
2,2020-09-21,2020-09-21,2020-09-22,Day,64.4
3,2020-09-21,2020-09-22,2020-09-23,Day,55.54
4,2020-09-21,2020-09-23,2020-09-24,Day,49.56
5,2020-09-21,2020-09-24,2020-09-25,Day,43.88
6,2020-09-21,2020-09-25,2020-09-26,Day,45.69
7,2020-09-21,2020-09-26,2020-09-27,Day,34.54
8,2020-09-21,2020-09-27,2020-09-28,Day,28.28
9,2020-09-21,2020-09-01,2020-10-01,Month,46.53
10,2020-09-21,2020-10-01,2020-11-01,Month,42.92
11,2020-09-21,2020-11-01,2020-12-01,Month,57.91
12,2020-09-21,2020-12-01,2021-01-01,Month,59.12
13,2020-09-21,2021-01-01,2021-02-01,Month,62.29
14,2020-09-21,2021-02-01,2021-03-01,Month,62.68
15,2020-09-21,2021-03-01,2021-04-01,Month,49.3
16,2020-09-21,2020-10-01,2021-01-01,Quarter,53.26
17,2020-09-21,2021-01-01,2021-04-01,Quarter,57.94
18,2020-09-21,2021-04-01,2021-07-01,Quarter,37.12
19,2020-09-21,2021-07-01,2021-10-01,Quarter,38.75
20,2020-09-21,2021-10-01,2022-01-01,Quarter,54.92
21,2020-09-21,2022-04-01,2022-07-01,Quarter,37.79
22,2020-09-21,2022-07-01,2022-10-01,Quarter,40.01
23,2020-09-21,2020-09-14,2020-09-21,Week,51.32
24,2020-09-21,2020-09-21,2020-09-28,Week,45.98
25,2020-09-21,2020-09-28,2020-10-05,Week,41.9
26,2020-09-21,2020-10-05,2020-10-12,Week,42.43
27,2020-09-21,2020-10-12,2020-10-19,Week,42.5
28,2020-09-21,2020-10-19,2020-10-26,Week,43.0
29,2020-09-21,2020-09-19,2020-09-21,Weekend,39.25
30,2020-09-21,2020-09-26,2020-09-28,Weekend,31.41
31,2020-09-21,2021-01-01,2022-01-01,Year,47.15
32,2020-09-21,2022-01-01,2023-01-01,Year,47.18
33,2020-09-21,2023-01-01,2024-01-01,Year,47.87
34,2020-09-21,2024-01-01,2025-01-01,Year,49.05
