,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2019-01-15,2019-01-15,2019-01-15,Day,60.94
1,2019-01-15,2019-01-16,2019-01-16,Day,62.7
2,2019-01-15,2019-01-17,2019-01-17,Day,60.25
3,2019-01-15,2019-01-18,2019-01-18,Day,69.75
4,2019-01-15,2019-01-01,2019-01-31,Month,66.45
5,2019-01-15,2019-02-01,2019-02-28,Month,71.23
6,2019-01-15,2019-03-01,2019-03-31,Month,55.45
7,2019-01-15,2019-04-01,2019-04-30,Month,49.73
8,2019-01-15,2019-05-01,2019-05-31,Month,45.2
9,2019-01-15,2019-06-01,2019-06-30,Month,48.46
10,2019-01-15,2019-07-01,2019-07-31,Month,49.41
11,2019-01-15,2019-04-01,2019-06-30,Quarter,47.77
12,2019-01-15,2019-07-01,2019-09-30,Quarter,50.17
13,2019-01-15,2019-10-01,2019-12-31,Quarter,63.68
14,2019-01-15,2020-01-01,2020-03-31,Quarter,63.79
15,2019-01-15,2019-01-14,2019-01-20,Week,62.65
16,2019-01-15,2019-01-21,2019-01-27,Week,77.46
17,2019-01-15,2019-01-28,2019-02-03,Week,81.63
18,2019-01-15,2019-02-04,2019-02-10,Week,74.75
19,2019-01-15,2019-02-11,2019-02-17,Week,71.75
20,2019-01-15,2019-01-19,2019-01-20,Weekend,64.13
21,2019-01-15,2020-01-01,2020-12-31,Year,51.63
22,2019-01-15,2021-01-01,2021-12-31,Year,47.99
23,2019-01-15,2022-01-01,2022-12-31,Year,47.7
