,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2020-04-29,2020-04-29,2020-04-29,Day,12.2
1,2020-04-29,2020-04-30,2020-04-30,Day,7.8
2,2020-04-29,2020-05-01,2020-05-01,Day,2.5
3,2020-04-29,2020-05-02,2020-05-02,Day,6.0
4,2020-04-29,2020-05-03,2020-05-03,Day,10.5
5,2020-04-29,2020-05-04,2020-05-04,Day,14.79
6,2020-04-29,2020-05-05,2020-05-05,Day,15.71
7,2020-04-29,2020-04-01,2020-04-30,Month,12.45
8,2020-04-29,2020-05-01,2020-05-29,Month,19.65
9,2020-04-29,2020-06-01,2020-06-30,Month,29.22
10,2020-04-29,2020-07-01,2020-07-31,Month,34.69
11,2020-04-29,2020-07-01,2020-09-30,Quarter,37.87
12,2020-04-29,2020-10-01,2020-12-31,Quarter,74.9
13,2020-04-29,2021-01-01,2021-03-31,Quarter,70.01
14,2020-04-29,2021-04-01,2021-06-30,Quarter,43.72
15,2020-04-29,2021-07-01,2021-09-30,Quarter,46.74
16,2020-04-29,2020-04-27,2020-05-01,Week,12.33
17,2020-04-29,2020-05-04,2020-05-08,Week,15.25
18,2020-04-29,2020-05-11,2020-05-15,Week,19.88
19,2020-04-29,2020-05-18,2020-05-22,Week,21.9
20,2020-04-29,2020-05-25,2020-05-29,Week,25.0
21,2020-04-29,2021-01-01,2021-12-31,Year,56.82
22,2020-04-29,2022-01-03,2022-12-30,Year,58.98
23,2020-04-29,2023-01-02,2023-12-29,Year,59.71
