,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2020-06-29,2020-06-27,2020-06-28,Day,24.03
1,2020-06-29,2020-06-28,2020-06-29,Day,14.29
2,2020-06-29,2020-06-29,2020-06-30,Day,32.1
3,2020-06-29,2020-06-30,2020-07-01,Day,38.53
4,2020-06-29,2020-07-01,2020-07-02,Day,36.5
5,2020-06-29,2020-07-02,2020-07-03,Day,34.0
6,2020-06-29,2020-07-03,2020-07-04,Day,35.0
7,2020-06-29,2020-07-04,2020-07-05,Day,21.85
8,2020-06-29,2020-07-05,2020-07-06,Day,16.15
9,2020-06-29,2020-06-01,2020-07-01,Month,30.11
10,2020-06-29,2020-07-01,2020-08-01,Month,38.15
11,2020-06-29,2020-08-03,2020-09-01,Month,37.78
12,2020-06-29,2020-09-01,2020-10-01,Month,46.07
13,2020-06-29,2020-10-01,2021-01-01,Quarter,94.0
14,2020-06-29,2021-01-01,2021-04-01,Quarter,88.5
15,2020-06-29,2021-04-01,2021-07-01,Quarter,43.76
16,2020-06-29,2021-07-01,2021-10-01,Quarter,47.65
17,2020-06-29,2020-06-22,2020-06-27,Week,35.67
18,2020-06-29,2020-06-29,2020-07-04,Week,35.23
19,2020-06-29,2020-07-06,2020-07-11,Week,37.5
20,2020-06-29,2020-07-13,2020-07-18,Week,38.93
21,2020-06-29,2020-07-20,2020-07-25,Week,40.25
22,2020-06-29,2020-07-27,2020-08-01,Week,37.71
23,2020-06-29,2020-06-27,2020-06-29,Weekend,19.16
24,2020-06-29,2021-01-01,2022-01-01,Year,62.58
25,2020-06-29,2022-01-03,2022-12-31,Year,63.25
26,2020-06-29,2023-01-02,2023-12-30,Year,63.19
