,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-12-23,2024-12-21,2024-12-22,Day,40.68
1,2024-12-23,2024-12-22,2024-12-23,Day,29.78
2,2024-12-23,2024-12-23,2024-12-24,Day,82.28
3,2024-12-23,2024-12-24,2024-12-25,Day,116.62
4,2024-12-23,2024-12-25,2024-12-26,Day,87.98
5,2024-12-23,2024-12-26,2024-12-27,Day,96.00
6,2024-12-23,2024-12-27,2024-12-28,Day,130.80
7,2024-12-23,2024-12-28,2024-12-29,Day,117.80
8,2024-12-23,2024-12-29,2024-12-30,Day,104.49
9,2024-12-23,2024-12-30,2024-12-31,Day,97.11
10,2024-12-23,2024-12-31,2025-01-01,Day,75.25
11,2024-12-23,2025-01-01,2025-01-02,Day,55.33
12,2024-12-23,2025-01-02,2025-01-03,Day,89.09
13,2024-12-23,2025-01-03,2025-01-04,Day,98.22
14,2024-12-23,2025-01-04,2025-01-05,Day,81.89
15,2024-12-23,2025-01-05,2025-01-06,Day,62.99
16,2024-12-23,2024-12-02,2025-01-01,Month,124.23
17,2024-12-23,2025-01-01,2025-02-01,Month,122.57
18,2024-12-23,2025-02-03,2025-03-01,Month,118.70
19,2024-12-23,2025-03-03,2025-04-01,Month,89.99
20,2024-12-23,2025-06-02,2025-07-01,Month,51.43
21,2024-12-23,2025-09-01,2025-10-01,Month,73.29
22,2024-12-23,2025-01-01,2025-04-01,Quarter,110.67
23,2024-12-23,2025-04-01,2025-07-01,Quarter,51.15
24,2024-12-23,2025-07-01,2025-10-01,Quarter,67.19
25,2024-12-23,2025-10-01,2026-01-01,Quarter,108.82
26,2024-12-23,2026-01-01,2026-04-01,Quarter,115.15
27,2024-12-23,2026-04-01,2026-07-01,Quarter,53.00
28,2024-12-23,2026-07-01,2026-10-01,Quarter,63.96
29,2024-12-23,2026-10-01,2027-01-01,Quarter,105.28
30,2024-12-23,2027-01-01,2027-04-01,Quarter,108.92
31,2024-12-23,2024-12-16,2024-12-21,Week,94.95
32,2024-12-23,2024-12-23,2024-12-28,Week,102.74
33,2024-12-23,2024-12-30,2025-01-04,Week,83.00
34,2024-12-23,2025-01-06,2025-01-11,Week,131.90
35,2024-12-23,2025-01-13,2025-01-18,Week,129.00
36,2024-12-23,2025-01-20,2025-01-25,Week,126.00
37,2024-12-23,2024-12-21,2024-12-23,Weekend,35.23
38,2024-12-23,2025-01-01,2026-01-01,Year,84.38
39,2024-12-23,2026-01-01,2027-01-01,Year,84.23
40,2024-12-23,2027-01-01,2028-01-01,Year,82.00
41,2024-12-23,2028-01-03,2029-01-01,Year,81.00
