,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2018-09-05,2018-09-05,2018-09-05,Day,69.41
1,2018-09-05,2018-09-06,2018-09-06,Day,66.96
2,2018-09-05,2018-09-07,2018-09-07,Day,63.88
3,2018-09-05,2018-09-01,2018-09-30,Month,59.97
4,2018-09-05,2018-10-01,2018-10-31,Month,68.14
5,2018-09-05,2018-11-01,2018-11-30,Month,77.35
6,2018-09-05,2018-12-01,2018-12-31,Month,73.34
7,2018-09-05,2019-01-01,2019-01-31,Month,74.9
8,2018-09-05,2019-02-01,2019-02-28,Month,74.56
9,2018-09-05,2019-03-01,2019-03-31,Month,61.31
10,2018-09-05,2018-10-01,2018-12-31,Quarter,72.89
11,2018-09-05,2019-01-01,2019-03-31,Quarter,70.12
12,2018-09-05,2019-04-01,2019-06-30,Quarter,46.42
13,2018-09-05,2019-07-01,2019-09-30,Quarter,47.34
14,2018-09-05,2019-10-01,2019-12-31,Quarter,63.27
15,2018-09-05,2018-09-03,2018-09-09,Week,61.83
16,2018-09-05,2018-09-09,2018-09-15,Week,58.5
17,2018-09-05,2018-09-10,2018-09-16,Week,58.5
18,2018-09-05,2018-09-16,2018-09-23,Week,58.75
19,2018-09-05,2018-09-17,2018-09-23,Week,58.75
20,2018-09-05,2018-09-24,2018-09-30,Week,61.38
21,2018-09-05,2018-10-01,2018-10-07,Week,62.88
22,2018-09-05,2018-09-08,2018-09-09,Weekend,50.18
23,2018-09-05,2019-01-01,2019-12-31,Year,56.74
24,2018-09-05,2020-01-01,2020-12-31,Year,50.83
25,2018-09-05,2021-01-01,2021-12-31,Year,47.07
