,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-01-16,2024-01-16,2024-01-17,Day,103.05
1,2024-01-16,2024-01-17,2024-01-18,Day,85.24
2,2024-01-16,2024-01-18,2024-01-19,Day,89.50
3,2024-01-16,2024-01-19,2024-01-20,Day,88.13
4,2024-01-16,2024-01-20,2024-01-21,Day,71.50
5,2024-01-16,2024-01-21,2024-01-22,Day,71.50
6,2024-01-16,2024-01-22,2024-01-23,Day,60.40
7,2024-01-16,2024-01-01,2024-02-01,Month,77.28
8,2024-01-16,2024-02-01,2024-03-01,Month,75.62
9,2024-01-16,2024-03-01,2024-04-01,Month,68.08
10,2024-01-16,2024-04-01,2024-05-01,Month,62.56
11,2024-01-16,2024-05-01,2024-06-01,Month,58.11
12,2024-01-16,2024-06-01,2024-07-01,Month,63.80
13,2024-01-16,2024-07-01,2024-08-01,Month,67.07
14,2024-01-16,2024-04-01,2024-07-01,Quarter,61.45
15,2024-01-16,2024-07-01,2024-10-01,Quarter,69.32
16,2024-01-16,2024-10-01,2025-01-01,Quarter,91.30
17,2024-01-16,2025-01-01,2025-04-01,Quarter,96.28
18,2024-01-16,2025-04-01,2025-07-01,Quarter,64.06
19,2024-01-16,2025-07-01,2025-10-01,Quarter,67.56
20,2024-01-16,2025-10-01,2026-01-01,Quarter,90.34
21,2024-01-16,2026-01-01,2026-04-01,Quarter,92.42
22,2024-01-16,2024-01-15,2024-01-22,Week,85.40
23,2024-01-16,2024-01-22,2024-01-29,Week,62.67
24,2024-01-16,2024-01-29,2024-02-05,Week,68.76
25,2024-01-16,2024-02-05,2024-02-12,Week,77.00
26,2024-01-16,2024-02-12,2024-02-19,Week,79.00
27,2024-01-16,2024-01-20,2024-01-22,Weekend,71.50
28,2024-01-16,2024-01-27,2024-01-29,Weekend,67.00
29,2024-01-16,2025-01-01,2026-01-01,Year,79.51
30,2024-01-16,2026-01-01,2027-01-01,Year,74.69
31,2024-01-16,2027-01-01,2028-01-01,Year,72.50
32,2024-01-16,2028-01-01,2029-01-01,Year,69.94
33,2024-01-16,2029-01-01,2030-01-01,Year,68.43
