,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2018-03-09,2018-03-09,2018-03-09,Day,46.37
1,2018-03-09,2018-03-10,2018-03-10,Day,36.34
2,2018-03-09,2018-03-11,2018-03-11,Day,21.0
3,2018-03-09,2018-03-12,2018-03-12,Day,41.31
4,2018-03-09,2018-03-01,2018-03-30,Month,53.0
5,2018-03-09,2018-04-02,2018-04-30,Month,44.21
6,2018-03-09,2018-05-01,2018-05-31,Month,36.73
7,2018-03-09,2018-06-01,2018-06-29,Month,40.07
8,2018-03-09,2018-04-02,2018-06-29,Quarter,40.23
9,2018-03-09,2018-07-02,2018-09-28,Quarter,40.45
10,2018-03-09,2018-10-01,2018-12-31,Quarter,60.95
11,2018-03-09,2019-01-01,2019-03-29,Quarter,63.63
12,2018-03-09,2018-03-12,2018-03-16,Week,43.2
13,2018-03-09,2018-03-19,2018-03-23,Week,49.5
14,2018-03-09,2018-03-26,2018-03-30,Week,48.58
15,2018-03-09,2018-04-02,2018-04-06,Week,44.42
16,2018-03-09,2018-03-10,2018-03-11,Weekend,28.67
17,2018-03-09,2018-03-17,2018-03-18,Weekend,0.01
18,2018-03-09,2019-01-01,2019-12-31,Year,51.43
19,2018-03-09,2020-01-01,2020-12-31,Year,52.25
20,2018-03-09,2021-01-01,2021-12-31,Year,52.7
