,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-06-19,2024-06-19,2024-06-20,Day,46.82
1,2024-06-19,2024-06-20,2024-06-21,Day,72.46
2,2024-06-19,2024-06-21,2024-06-22,Day,55.25
3,2024-06-19,2024-06-22,2024-06-23,Day,10.39
4,2024-06-19,2024-06-23,2024-06-24,Day,4.37
5,2024-06-19,2024-06-24,2024-06-25,Day,44.34
6,2024-06-19,2024-06-25,2024-06-26,Day,48.10
7,2024-06-19,2024-06-26,2024-06-27,Day,50.60
8,2024-06-19,2024-06-27,2024-06-28,Day,46.69
9,2024-06-19,2024-06-28,2024-06-29,Day,45.28
10,2024-06-19,2024-06-29,2024-06-30,Day,3.40
11,2024-06-19,2024-06-03,2024-07-01,Month,36.35
12,2024-06-19,2024-07-01,2024-08-01,Month,50.76
13,2024-06-19,2024-08-01,2024-09-01,Month,48.51
14,2024-06-19,2024-09-02,2024-10-01,Month,73.29
15,2024-06-19,2024-10-01,2024-11-01,Month,79.77
16,2024-06-19,2024-11-01,2024-12-01,Month,117.66
17,2024-06-19,2024-07-01,2024-10-01,Quarter,57.18
18,2024-06-19,2024-10-01,2025-01-01,Quarter,105.48
19,2024-06-19,2025-01-01,2025-04-01,Quarter,120.55
20,2024-06-19,2025-04-01,2025-07-01,Quarter,52.95
21,2024-06-19,2025-07-01,2025-10-01,Quarter,66.21
22,2024-06-19,2025-10-01,2026-01-01,Quarter,106.37
23,2024-06-19,2026-01-01,2026-04-01,Quarter,113.44
24,2024-06-19,2026-04-01,2026-07-01,Quarter,54.95
25,2024-06-19,2026-07-01,2026-10-01,Quarter,57.08
26,2024-06-19,2026-10-01,2027-01-01,Quarter,96.56
27,2024-06-19,2027-01-01,2027-04-01,Quarter,101.41
28,2024-06-19,2024-06-17,2024-06-22,Week,45.58
29,2024-06-19,2024-06-24,2024-06-29,Week,47.00
30,2024-06-19,2024-07-01,2024-07-06,Week,46.75
31,2024-06-19,2024-07-08,2024-07-13,Week,45.25
32,2024-06-19,2024-07-15,2024-07-20,Week,51.48
33,2024-06-19,2024-06-22,2024-06-24,Weekend,7.38
34,2024-06-19,2025-01-01,2026-01-01,Year,86.39
35,2024-06-19,2026-01-01,2027-01-01,Year,80.35
36,2024-06-19,2027-01-01,2028-01-01,Year,79.15
37,2024-06-19,2028-01-03,2029-01-01,Year,77.57
