,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2018-04-24,2018-04-24,2018-04-24,Day,35.62
1,2018-04-24,2018-04-25,2018-04-25,Day,28.48
2,2018-04-24,2018-04-26,2018-04-26,Day,33.81
3,2018-04-24,2018-04-27,2018-04-27,Day,36.65
4,2018-04-24,2018-04-01,2018-04-30,Month,34.38
5,2018-04-24,2018-05-01,2018-05-31,Month,32.0
6,2018-04-24,2018-06-01,2018-06-30,Month,35.26
7,2018-04-24,2018-07-01,2018-07-31,Month,36.78
8,2018-04-24,2018-07-31,2018-08-30,Month,34.41
9,2018-04-24,2018-08-01,2018-08-31,Month,34.41
10,2018-04-24,2018-09-01,2018-09-30,Month,41.63
11,2018-04-24,2018-10-01,2018-10-31,Month,48.25
12,2018-04-24,2018-07-01,2018-09-30,Quarter,37.56
13,2018-04-24,2018-10-01,2018-12-31,Quarter,52.5
14,2018-04-24,2019-01-01,2019-03-31,Quarter,53.19
15,2018-04-24,2019-04-01,2019-06-30,Quarter,34.55
16,2018-04-24,2019-07-01,2019-09-30,Quarter,34.78
17,2018-04-24,2019-10-01,2019-12-31,Quarter,48.79
18,2018-04-24,2018-04-23,2018-04-29,Week,30.25
19,2018-04-24,2018-04-30,2018-05-06,Week,29.38
20,2018-04-24,2018-05-07,2018-05-13,Week,28.93
21,2018-04-24,2018-05-14,2018-05-20,Week,34.5
22,2018-04-24,2018-05-21,2018-05-27,Week,32.5
23,2018-04-24,2018-04-28,2018-04-29,Weekend,21.53
24,2018-04-24,2018-05-05,2018-05-06,Weekend,0.01
25,2018-04-24,2019-01-01,2019-12-31,Year,42.79
26,2018-04-24,2020-01-01,2020-12-31,Year,40.98
27,2018-04-24,2021-01-01,2021-12-31,Year,40.93
