,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-02-12,2024-02-10,2024-02-11,Day,71.95
1,2024-02-12,2024-02-11,2024-02-12,Day,57.48
2,2024-02-12,2024-02-12,2024-02-13,Day,73.43
3,2024-02-12,2024-02-13,2024-02-14,Day,71.02
4,2024-02-12,2024-02-14,2024-02-15,Day,65.50
5,2024-02-12,2024-02-15,2024-02-16,Day,62.50
6,2024-02-12,2024-02-16,2024-02-17,Day,60.00
7,2024-02-12,2024-02-17,2024-02-18,Day,63.39
8,2024-02-12,2024-02-18,2024-02-19,Day,54.11
9,2024-02-12,2024-02-01,2024-03-01,Month,60.31
10,2024-02-12,2024-03-01,2024-04-01,Month,57.86
11,2024-02-12,2024-04-01,2024-05-01,Month,53.05
12,2024-02-12,2024-05-01,2024-05-31,Month,47.50
13,2024-02-12,2024-06-01,2024-07-01,Month,55.24
14,2024-02-12,2024-07-01,2024-08-01,Month,57.82
15,2024-02-12,2024-08-01,2024-09-01,Month,56.08
16,2024-02-12,2024-10-01,2024-11-01,Month,66.75
17,2024-02-12,2024-04-01,2024-07-01,Quarter,51.88
18,2024-02-12,2024-07-01,2024-10-01,Quarter,59.61
19,2024-02-12,2024-10-01,2025-01-01,Quarter,81.85
20,2024-02-12,2025-01-01,2025-04-01,Quarter,88.14
21,2024-02-12,2025-04-01,2025-07-01,Quarter,58.18
22,2024-02-12,2025-07-01,2025-10-01,Quarter,62.90
23,2024-02-12,2025-10-01,2026-01-01,Quarter,83.62
24,2024-02-12,2026-01-01,2026-04-01,Quarter,86.55
25,2024-02-12,2026-10-01,2027-01-01,Quarter,74.46
26,2024-02-12,2024-02-05,2024-02-12,Week,56.37
27,2024-02-12,2024-02-12,2024-02-19,Week,64.28
28,2024-02-12,2024-02-19,2024-02-26,Week,60.60
29,2024-02-12,2024-02-26,2024-03-04,Week,61.93
30,2024-02-12,2024-03-04,2024-03-11,Week,62.00
31,2024-02-12,2024-03-11,2024-03-18,Week,62.00
32,2024-02-12,2024-02-10,2024-02-12,Weekend,64.71
33,2024-02-12,2024-02-17,2024-02-19,Weekend,58.75
34,2024-02-12,2025-01-01,2026-01-01,Year,73.17
35,2024-02-12,2026-01-01,2027-01-01,Year,66.51
36,2024-02-12,2027-01-01,2028-01-01,Year,65.73
37,2024-02-12,2028-01-01,2029-01-01,Year,63.68
38,2024-02-12,2029-01-01,2030-01-01,Year,62.40
