,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-02-29,2024-02-29,2024-03-01,Day,63.59
1,2024-02-29,2024-03-01,2024-03-02,Day,67.21
2,2024-02-29,2024-03-02,2024-03-03,Day,62.80
3,2024-02-29,2024-03-03,2024-03-04,Day,59.20
4,2024-02-29,2024-03-04,2024-03-05,Day,69.17
5,2024-02-29,2024-03-05,2024-03-06,Day,71.99
6,2024-02-29,2024-03-06,2024-03-07,Day,71.99
7,2024-02-29,2024-03-01,2024-04-01,Month,56.49
8,2024-02-29,2024-04-01,2024-05-01,Month,50.15
9,2024-02-29,2024-05-01,2024-05-31,Month,46.13
10,2024-02-29,2024-06-01,2024-07-01,Month,54.58
11,2024-02-29,2024-07-01,2024-08-01,Month,56.88
12,2024-02-29,2024-08-01,2024-09-01,Month,54.45
13,2024-02-29,2024-09-01,2024-10-01,Month,62.80
14,2024-02-29,2024-10-01,2024-11-01,Month,61.20
15,2024-02-29,2024-04-01,2024-07-01,Quarter,50.24
16,2024-02-29,2024-07-01,2024-10-01,Quarter,57.99
17,2024-02-29,2024-10-01,2025-01-01,Quarter,80.26
18,2024-02-29,2025-01-01,2025-04-01,Quarter,86.24
19,2024-02-29,2025-04-01,2025-07-01,Quarter,59.37
20,2024-02-29,2025-07-01,2025-10-01,Quarter,64.39
21,2024-02-29,2025-10-01,2026-01-01,Quarter,82.95
22,2024-02-29,2026-01-01,2026-04-01,Quarter,84.98
23,2024-02-29,2026-10-01,2027-01-01,Quarter,74.43
24,2024-02-29,2024-02-26,2024-03-04,Week,64.87
25,2024-02-29,2024-03-04,2024-03-11,Week,64.69
26,2024-02-29,2024-03-11,2024-03-18,Week,58.63
27,2024-02-29,2024-03-18,2024-03-25,Week,54.50
28,2024-02-29,2024-03-25,2024-04-01,Week,45.25
29,2024-02-29,2024-03-02,2024-03-04,Weekend,61.00
30,2024-02-29,2024-03-09,2024-03-11,Weekend,50.25
31,2024-02-29,2025-01-01,2026-01-01,Year,73.20
32,2024-02-29,2026-01-01,2027-01-01,Year,66.48
33,2024-02-29,2027-01-01,2028-01-01,Year,63.90
34,2024-02-29,2028-01-01,2029-01-01,Year,61.23
35,2024-02-29,2029-01-01,2030-01-01,Year,60.23
