,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2020-06-19,2020-06-19,2020-06-20,Day,31.09
1,2020-06-19,2020-06-20,2020-06-21,Day,21.88
2,2020-06-19,2020-06-21,2020-06-22,Day,18.06
3,2020-06-19,2020-06-22,2020-06-23,Day,31.31
4,2020-06-19,2020-06-23,2020-06-24,Day,35.6
5,2020-06-19,2020-06-24,2020-06-25,Day,35.96
6,2020-06-19,2020-06-25,2020-06-26,Day,36.66
7,2020-06-19,2020-06-01,2020-07-01,Month,29.92
8,2020-06-19,2020-07-01,2020-08-01,Month,37.06
9,2020-06-19,2020-08-03,2020-09-01,Month,37.07
10,2020-06-19,2020-09-01,2020-10-01,Month,45.69
11,2020-06-19,2020-07-01,2020-10-01,Quarter,39.94
12,2020-06-19,2020-10-01,2021-01-01,Quarter,96.26
13,2020-06-19,2021-01-01,2021-04-01,Quarter,89.2
14,2020-06-19,2021-04-01,2021-07-01,Quarter,43.24
15,2020-06-19,2021-07-01,2021-10-01,Quarter,47.7
16,2020-06-19,2020-06-15,2020-06-20,Week,34.6
17,2020-06-19,2020-06-22,2020-06-27,Week,35.25
18,2020-06-19,2020-06-29,2020-07-04,Week,34.5
19,2020-06-19,2020-07-06,2020-07-11,Week,35.5
20,2020-06-19,2020-07-13,2020-07-18,Week,36.0
21,2020-06-19,2021-01-01,2022-01-01,Year,62.88
22,2020-06-19,2022-01-03,2022-12-31,Year,62.3
23,2020-06-19,2023-01-02,2023-12-30,Year,62.75
