,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2019-05-24,2019-05-24,2019-05-24,Day,38.81
1,2019-05-24,2019-05-25,2019-05-25,Day,36.68
2,2019-05-24,2019-05-26,2019-05-26,Day,26.5
3,2019-05-24,2019-05-27,2019-05-27,Day,36.32
4,2019-05-24,2019-05-28,2019-05-28,Day,41.94
5,2019-05-24,2019-05-29,2019-05-29,Day,40.84
6,2019-05-24,2019-05-30,2019-05-30,Day,20.79
7,2019-05-24,2019-05-31,2019-05-31,Day,34.81
8,2019-05-24,2019-05-01,2019-05-31,Month,37.95
9,2019-05-24,2019-06-01,2019-06-30,Month,36.64
10,2019-05-24,2019-07-01,2019-07-31,Month,39.02
11,2019-05-24,2019-08-01,2019-08-31,Month,40.0
12,2019-05-24,2019-09-01,2019-09-30,Month,46.02
13,2019-05-24,2019-10-01,2019-10-31,Month,56.89
14,2019-05-24,2019-11-01,2019-11-30,Month,63.72
15,2019-05-24,2019-07-01,2019-09-30,Quarter,41.63
16,2019-05-24,2019-10-01,2019-12-31,Quarter,60.39
17,2019-05-24,2020-01-01,2020-03-31,Quarter,60.89
18,2019-05-24,2020-04-01,2020-06-30,Quarter,42.7
19,2019-05-24,2020-07-01,2020-09-30,Quarter,44.31
20,2019-05-24,2020-10-01,2020-12-31,Quarter,57.99
21,2019-05-24,2019-05-20,2019-05-26,Week,38.56
22,2019-05-24,2019-05-27,2019-06-02,Week,32.84
23,2019-05-24,2019-06-03,2019-06-09,Week,37.75
24,2019-05-24,2019-06-10,2019-06-16,Week,35.64
25,2019-05-24,2019-06-17,2019-06-23,Week,37.5
26,2019-05-24,2019-05-25,2019-05-26,Weekend,31.59
27,2019-05-24,2019-06-01,2019-06-02,Weekend,27.6
28,2019-05-24,2020-01-01,2020-12-31,Year,51.47
29,2019-05-24,2021-01-01,2021-12-31,Year,48.1
30,2019-05-24,2022-01-01,2022-12-31,Year,48.33
