,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2015-04-10,2015-04-10,2015-04-10,Day,46.45
1,2015-04-10,2015-04-11,2015-04-11,Day,36.23
2,2015-04-10,2015-04-12,2015-04-12,Day,24.99
3,2015-04-10,2015-04-13,2015-04-13,Day,46.48
4,2015-04-10,2015-04-01,2015-04-30,Month,40.57
5,2015-04-10,2015-05-01,2015-05-31,Month,32.33
6,2015-04-10,2015-06-01,2015-06-30,Month,31.9
7,2015-04-10,2015-07-01,2015-07-31,Month,31.5
8,2015-04-10,2015-07-01,2015-09-30,Quarter,32.57
9,2015-04-10,2015-10-01,2015-12-31,Quarter,45.89
10,2015-04-10,2016-01-01,2016-03-31,Quarter,47.75
11,2015-04-10,2016-04-01,2016-06-30,Quarter,31.6
12,2015-04-10,2016-07-01,2016-09-30,Quarter,31.63
13,2015-04-10,2016-10-01,2016-12-31,Quarter,45.23
14,2015-04-10,2015-04-06,2015-04-12,Week,42.88
15,2015-04-10,2015-04-13,2015-04-19,Week,40.03
16,2015-04-10,2015-04-20,2015-04-26,Week,41.38
17,2015-04-10,2015-04-27,2015-05-03,Week,37.09
18,2015-04-10,2015-05-04,2015-05-10,Week,35.75
19,2015-04-10,2015-04-11,2015-04-12,Weekend,30.61
20,2015-04-10,2015-04-18,2015-04-19,Weekend,0.01
21,2015-04-10,2016-01-01,2017-01-01,Year,39.05
22,2015-04-10,2017-01-01,2018-01-01,Year,38.48
23,2015-04-10,2018-01-01,2019-01-01,Year,38.5
